SPEC,TYPE,TYPE_CODE,ORDER,DESCRIPTION,SHORT_DESCRIPTION,FIRST_SIZE,FIRST_SIZE_NUMBER,SECOND_SIZE,SECOND_SIZE_NUMBER,SCH,FACE,RATING,WEIGHT,AREA,TAG,SUPPLY_DESCRIPTION,MANUFACTURING_DESCRIPTION,ERECTION_DESCRIPTION,DEMOLITION_DESCRIPTION
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 6000","8""",8,"1/2""",0.5,-,TE,6000,0.14,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 6000# FORGED ASTM A105, 8 "" X 1/2 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","8""",8,"3/4""",0.75,-,TE,3000,0.15,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 8 "" X 3/4 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","8""",8,"1""",1,-,TE,3000,0.27,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 8 "" X 1 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","8""",8,"1-1/2""",1.5,-,TE,3000,0.47,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 8 "" X 1½ ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 6000","10""",10,"1/2""",0.5,-,TE,6000,0.14,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 6000# FORGED ASTM A105, 10 "" X 1/2 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","10""",10,"3/4""",0.75,-,TE,3000,0.15,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 10 "" X 3/4 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","10""",10,"1""",1,-,TE,3000,0.27,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 10 "" X 1 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","10""",10,"1-1/2""",1.5,-,TE,3000,0.47,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 10 "" X 1½ ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 6000","12""",12,"1/2""",0.5,-,TE,6000,0.14,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 6000# FORGED ASTM A105, 12 "" X 1/2 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","12""",12,"3/4""",0.75,-,TE,3000,0.15,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 12 "" X 3/4 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","12""",12,"1""",1,-,TE,3000,0.27,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 12 "" X 1 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,SOL,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","SOCKOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","12""",12,"1-1/2""",1.5,-,TE,3000,0.47,0.015,-,"SUMINISTRO DE SOCKOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 12 "" X 1½ ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 6000","2""",2,"1/2""",0.5,-,TE,6000,0.14,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 6000# FORGED ASTM A105, 2 "" X 1/2 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","2""",2,"3/4""",0.75,-,TE,3000,0.15,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 2 "" X 3/4 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","2""",2,"1""",1,-,TE,3000,0.27,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 2 "" X 1 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","2""",2,"1-1/2""",1.5,-,TE,3000,0.47,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 2 "" X 1½ ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 6000","3""",3,"1/2""",0.5,-,TE,6000,0.14,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 6000# FORGED ASTM A105, 3 "" X 1/2 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","3""",3,"3/4""",0.75,-,TE,3000,0.15,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 3 "" X 3/4 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","3""",3,"1""",1,-,TE,3000,0.27,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 3 "" X 1 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","3""",3,"1-1/2""",1.5,-,TE,3000,0.47,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 3 "" X 1½ ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 6000","4""",4,"1/2""",0.5,-,TE,6000,0.14,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 6000# FORGED ASTM A105, 4 "" X 1/2 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","4""",4,"3/4""",0.75,-,TE,3000,0.15,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 4 "" X 3/4 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","4""",4,"1""",1,-,TE,3000,0.27,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 4 "" X 1 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","4""",4,"1-1/2""",1.5,-,TE,3000,0.47,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 4 "" X 1½ ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 6000","6""",6,"1/2""",0.5,-,TE,6000,0.14,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 6000# FORGED ASTM A105, 6 "" X 1/2 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","6""",6,"3/4""",0.75,-,TE,3000,0.15,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 6 "" X 3/4 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","6""",6,"1""",1,-,TE,3000,0.27,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 6 "" X 1 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","6""",6,"1-1/2""",1.5,-,TE,3000,0.47,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 6 "" X 1½ ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 6000","8""",8,"1/2""",0.5,-,TE,6000,0.14,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 6000# FORGED ASTM A105, 8 "" X 1/2 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","8""",8,"3/4""",0.75,-,TE,3000,0.15,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 8 "" X 3/4 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","8""",8,"1""",1,-,TE,3000,0.27,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 8 "" X 1 ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
CS1SC2,FT,THD,2,"ASTM A105, Threadolet, MSS SP-97, TE Ends, Branch: 1/2"" - 1 1/2""","THREADOLET, CS, ASTM A105, MSS SP-97, TE, CLASS 3000","8""",8,"1-1/2""",1.5,-,TE,3000,0.47,0.015,-,"SUMINISTRO DE THREADOLET MSS SP-97 BW X SW 3000# FORGED ASTM A105, 8 "" X 1½ ""","PREFABRICACIÓN EN TALLER DE TUBERÍA DE ACERO AL CARBÓN DE Ø < 2 ""","MONTAJE AÉREO DE TUBERÍA DE Ø < 2 ""","DESMANTELAMIENTO CON CORTE EN FRÍO DE TUBERÍAS AÉREAS DE ACERO AL CARBÓN, ACERO AL CARBON GALVANIZADO O ACERO INOXIDABLE Y ACCESORIOS DE Ø MENORES A 2 "" (INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL)"
